Andhra Pradesh,6466200.0,7010300.0,6416672.0,7345524.0,6872952.0,6564793.0,6977468.0,7185581.0,6955560.0,6378156.0,6621000.0,6910928.0,6108404.0,7005700.0,6563859.0,6630566.0,7272249.0,9036874.0,0,0
Arunachal Pradesh,229118.0,237064.0,228446.0,227056.0,228400.0,237354.0,230936.0,225180.0,230714.0,240448.0,237682.0,241742.0,325933.0,239120.0,244355.0,248208.0,254325.0,258265.0,0,0
Assam,3410930.0,3394963.0,3551259.0,3528104.0,3493316.0,3491361.0,3396792.0,3100018.0,3209149.0,2979054.0,3113951.0,3289974.0,3362863.0,3401606.0,5966054.0,5479196.0,5923523.0,5823800.0,0,0
Bihar,6981995.0,7169918.0,4660787.0,7605707.0,7431456.0,7580057.0,7711387.0,6966266.0,7048089.0,6906756.0,7389321.0,7384054.0,6726552.0,6613285.0,6942190.0,7177231.0,6976528.0,7056714.0,0,0
Chhattisgarh,0,0,0,5074671.0,5299713.0,5151862.0,5372541.0,5338598.0,5399586.0,5367355.0,5371934.0,5311531.0,5163480.0,5286322.0,5264821.0,5278390.0,5304313.0,5315249.0,0,0
Goa,35823.0,0,0,0,0,0,0,137944.0,137999.0,138443.0,138930.0,64165.0,58869.0,58118.0,61445.0,59789.0,156845.0,157310.5,0,0
Gujarat,9537800.0,12549624.0,8090900.0,8049500.0,8618200.0,8097200.0,9145200.0,9075500.0,9350300.0,9857800.0,10214100.0,9635500.0,9195600.0,11107000.0,11344900.0,8933900.0,0,0,0,0
Haryana,4692500.0,5381187.0,5345352.0,5345971.0,5461757.0,5321020.0,5552067.0,5586363.0,5642001.0,5541163.0,5518338.0,5587666.0,5067610.0,5701453.0,5760418.0,5920056.0,0,0,0,0
Himachal Pradesh,0,860635.0,834588.0,828045.0,846491.0,843524.0,786877.0,786735.0,830359.0,835586.0,835366.0,815922.0,0,813310.0,0,0,0,0,0,0
Jammu and Kashmir,831301.0,0,671267.0,953524.0,958045.0,1006680.0,1032531.0,877575.0,622250.0,0,947916.0,351538.0,0,0,0,0,367035.0,612627.0,0,0
Jharkhand,0,0,0,0,0,1254260.34,2339016.93,1366246.37,1311770.0,1487518.56,1429747.08,0,0,100976.0,0,0,0,0,0,0
Karnataka,9087711.0,10447805.0,11012471.0,11238840.0,10353410.0,10769849.0,10308515.0,11400593.0,11788425.0,10877308.0,11439107.0,10811501.0,10958144.0,11201077.0,10312377.0,9722347.0,10250443.0,10229531.0,0,0
